id,description,chart_template_id:id,type_tax_use,name,sequence,amount,price_include,amount_type,"children_tax_ids:id"
tax_rrenta_RENDI_25pasauto,rRENrenFINA=AR,l10n_co_chart_template_generic,sale,AR REN - Rendimiento de instrumentos financieros y derivados ,957,1,,group,"tax_rrenta_RENDI_25pasauto_ASU,tax_rrenta_RENDI_25pasauto_CP"
tax_rrenta_RENDI_26pasauto_ASU,rRENrenMUTU=AR\,l10n_co_chart_template_generic,none,AR REN - Rendimiento de mutuo comercial  ASIMUDO,961,2.5,,percent,
tax_rrenta_RENDI_26pasauto_CP,rRENrenMUTU=AR/,l10n_co_chart_template_generic,none,AR REN - Rendimiento de mutuo comercial  CONTRAPARTIDA,962,-2.5,,percent,
tax_rrenta_RENDI_26pasauto,rRENrenMUTU=AR,l10n_co_chart_template_generic,sale,AR REN - Rendimiento de mutuo comercial ,960,1,,group,"tax_rrenta_RENDI_26pasauto_ASU,tax_rrenta_RENDI_26pasauto_CP"
tax_rrenta_AZAR_27act,rRENazaRIFA>,l10n_co_chart_template_generic,purchase,"R REN C Loterías, Rifas, Apuestas y similares",625,-20,,percent,
tax_rrenta_AZAR_27pas,rRENazaRIFA=,l10n_co_chart_template_generic,sale,"R REN V Loterías, Rifas, Apuestas y similares",522,-20,,percent,
tax_rrenta_AZAR_27actext,rRENazaRIFA>EX,l10n_co_chart_template_generic,purchase,"R REN EXTERIOR Loterías, Rifas, Apuestas y similares",725,-20,,percent,
tax_rrenta_AZAR_27actpf,rRENazaRIFA>PF,l10n_co_chart_template_generic,purchase,"R REN PARAISO Loterías, Rifas, Apuestas y similares",822,-33,,percent,
tax_rrenta_AZAR_27pasauto_ASU,rRENazaRIFA=AR\,l10n_co_chart_template_generic,none,"AR REN - Loterías, Rifas, Apuestas y similares ASIMUDO",964,20,,percent,
tax_rrenta_AZAR_27pasauto_CP,rRENazaRIFA=AR/,l10n_co_chart_template_generic,none,"AR REN - Loterías, Rifas, Apuestas y similares CONTRAPARTIDA",965,-20,,percent,
tax_rrenta_AZAR_27pasauto,rRENazaRIFA=AR,l10n_co_chart_template_generic,sale,"AR REN - Loterías, Rifas, Apuestas y similares",963,1,,group,"tax_rrenta_AZAR_27pasauto_ASU,tax_rrenta_AZAR_27pasauto_CP"
tax_rrenta_COMPR_28act,rRENcmpOTROd>,l10n_co_chart_template_generic,purchase,R REN C Otras Compras; declarantes,626,-2.5,,percent,
tax_rrenta_COMPR_28pas,rRENcmpOTROd=,l10n_co_chart_template_generic,sale,R REN V Otras Compras; declarantes,523,-2.5,,percent,
tax_rrenta_COMPR_28actext,rRENcmpOTROd>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Otras Compras; declarantes,726,-2.5,,percent,
tax_rrenta_COMPR_28actpf,rRENcmpOTROd>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Otras Compras; declarantes,823,-33,,percent,
tax_rrenta_COMPR_28pasauto_ASU,rRENcmpOTROd=AR\,l10n_co_chart_template_generic,none,AR REN - Otras Compras; declarantes ASIMUDO,967,2.5,,percent,
tax_rrenta_COMPR_28pasauto_CP,rRENcmpOTROd=AR/,l10n_co_chart_template_generic,none,AR REN - Otras Compras; declarantes CONTRAPARTIDA,968,-2.5,,percent,
tax_rrenta_COMPR_28pasauto,rRENcmpOTROd=AR,l10n_co_chart_template_generic,sale,AR REN - Otras Compras; declarantes,966,1,,group,"tax_rrenta_COMPR_28pasauto_ASU,tax_rrenta_COMPR_28pasauto_CP"
tax_rrenta_COMPR_29act,rRENcmpOTROn>,l10n_co_chart_template_generic,purchase,R REN C Otras Compras; no declarantes,627,-3.5,,percent,
tax_rrenta_COMPR_29pas,rRENcmpOTROn=,l10n_co_chart_template_generic,sale,R REN V Otras Compras; no declarantes,524,-3.5,,percent,
tax_rrenta_COMPR_29actext,rRENcmpOTROn>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Otras Compras; no declarantes,727,-3.5,,percent,
tax_rrenta_COMPR_29actpf,rRENcmpOTROn>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Otras Compras; no declarantes,824,-3.3,,percent,
tax_rrenta_OTORS_28act,rRENotrINGRd>,l10n_co_chart_template_generic,purchase,R REN C Otros ingresos; declarantes,628,-2.5,,percent,
tax_rrenta_OTORS_28pas,rRENotrINGRd=,l10n_co_chart_template_generic,sale,R REN V Otros ingresos; declarantes,525,-2.5,,percent,
tax_rrenta_OTORS_28actext,rRENotrINGRd>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Otros ingresos; declarantes,728,-2.5,,percent,
tax_rrenta_OTORS_28actpf,rRENotrINGRd>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Otros ingresos; declarantes,825,-33,,percent,
tax_rrenta_OTORS_28pasauto_ASU,rRENotrINGRd=AR\,l10n_co_chart_template_generic,none,AR REN - Otros ingresos; declarantes ASIMUDO,970,2.5,,percent,
tax_rrenta_OTORS_28pasauto_CP,rRENotrINGRd=AR/,l10n_co_chart_template_generic,none,AR REN - Otros ingresos; declarantes CONTRAPARTIDA,971,-2.5,,percent,
tax_rrenta_OTORS_28pasauto,rRENotrINGRd=AR,l10n_co_chart_template_generic,sale,AR REN - Otros ingresos; declarantes,969,1,,group,"tax_rrenta_OTORS_28pasauto_ASU,tax_rrenta_OTORS_28pasauto_CP"
tax_rrenta_OTORS_29act,rRENotrINGRn>,l10n_co_chart_template_generic,purchase,R REN C Otros ingresos; no declarantes,629,-3.5,,percent,
tax_rrenta_OTORS_29pas,rRENotrINGRn=,l10n_co_chart_template_generic,sale,R REN V Otros ingresos; no declarantes,526,-3.5,,percent,
tax_rrenta_OTORS_29actext,rRENotrINGRn>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Otros ingresos; no declarantes,729,-3.5,,percent,
tax_rrenta_OTORS_29actpf,rRENotrINGRn>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Otros ingresos; no declarantes,826,-3.3,,percent,
tax_rrenta_PAGOS_30actext,rRENpagARRI>EX,l10n_co_chart_template_generic,purchase,"R REN EXTERIOR Pago al exterior por arrendamiento de maquinaria para construcción, reparación y mantenimiento de obras civiles ",630,-2,,percent,
tax_rrenta_PAGOS_30actpf,rRENpagARRI>PF,l10n_co_chart_template_generic,purchase,"R REN PARAISO Pago al exterior por arrendamiento de maquinaria para construcción, reparación y mantenimiento de obras civiles ",827,-33,,percent,
tax_rrenta_EMOLU_31act,rRENotrECLEd>,l10n_co_chart_template_generic,purchase,R REN C Emolumentos eclesiásticos; persona natural; declarante,631,-04,,percent,
tax_rrenta_EMOLU_31pas,rRENotrECLEd=,l10n_co_chart_template_generic,sale,R REN V Emolumentos eclesiásticos; persona natural; declarante,527,-4,,percent,
tax_rrenta_EMOLU_31actext,rRENotrECLEd>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Emolumentos eclesiásticos; persona natural; declarante,632,-4,,percent,
tax_rrenta_EMOLU_31actpf,rRENotrECLEd>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Emolumentos eclesiásticos; persona natural; declarante,828,-33,,percent,
tax_rrenta_EMOLU_32act,rRENotrECLEn>,l10n_co_chart_template_generic,purchase,R REN C Emolumentos eclesiásticos; persona natural; no declarante,633,-3.5,,percent,
tax_rrenta_EMOLU_32pas,rRENotrECLEn=,l10n_co_chart_template_generic,sale,R REN V Emolumentos eclesiásticos; persona natural; no declarante,528,-3.5,,percent,
tax_rrenta_EMOLU_32actext,rRENotrECLEn>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Emolumentos eclesiásticos; persona natural; no declarante,634,-3.5,,percent,
tax_rrenta_EMOLU_32actpf,rRENotrECLEn>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Emolumentos eclesiásticos; persona natural; no declarante,829,-33,,percent,
tax_rrenta_RENDI_33act,rRENrenFIJO>,l10n_co_chart_template_generic,purchase,R REN C Rendimientos Financieros Provenientes de títulos de renta fija,635,-4,,percent,
tax_rrenta_RENDI_33pas,rRENrenFIJO=,l10n_co_chart_template_generic,sale,R REN V Rendimientos Financieros Provenientes de títulos de renta fija,700,-4,,percent,
tax_rrenta_RENDI_33actext,rRENrenFIJO>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Rendimientos Financieros Provenientes de títulos de renta fija,636,-4,,percent,
tax_rrenta_RENDI_33actpf,rRENrenFIJO>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Rendimientos Financieros Provenientes de títulos de renta fija,637,-33,,percent,
tax_rrenta_RENDI_33pasauto_ASU,rRENrenFIJO=AR\,l10n_co_chart_template_generic,none,AR REN - Rendimientos Financieros Provenientes de títulos de renta fija ASIMUDO,973,4,,percent,
tax_rrenta_RENDI_33pasauto_CP,rRENrenFIJO=AR/,l10n_co_chart_template_generic,none,AR REN - Rendimientos Financieros Provenientes de títulos de renta fija CONTRAPARTIDA,974,-4,,percent,
tax_rrenta_RENDI_33pasauto,rRENrenFIJO=AR,l10n_co_chart_template_generic,sale,AR REN - Rendimientos Financieros Provenientes de títulos de renta fija,972,1,,group,"tax_rrenta_RENDI_33pasauto_ASU,tax_rrenta_RENDI_33pasauto_CP"
tax_rrenta_AZAR_34act,rRENazaINDE>,l10n_co_chart_template_generic,purchase,R REN C Retención en colocación independiente de juegos de suerte y azar ,638,-3,,percent,
tax_rrenta_AZAR_34pas,rRENazaINDE=,l10n_co_chart_template_generic,sale,R REN V Retención en colocación independiente de juegos de suerte y azar ,707,-3,,percent,
tax_rrenta_AZAR_34actext,rRENazaINDE>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Retención en colocación independiente de juegos de suerte y azar ,639,-3,,percent,
tax_rrenta_AZAR_34actpf,rRENazaINDE>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Retención en colocación independiente de juegos de suerte y azar ,640,-33,,percent,
tax_rrenta_AZAR_34pasauto_ASU,rRENazaINDE=AR\,l10n_co_chart_template_generic,none,AR REN - Retención en colocación independiente de juegos de suerte y azar  ASIMUDO,976,3,,percent,
tax_rrenta_AZAR_34pasauto_CP,rRENazaINDE=AR/,l10n_co_chart_template_generic,none,AR REN - Retención en colocación independiente de juegos de suerte y azar  CONTRAPARTIDA,977,-3,,percent,
tax_rrenta_AZAR_34pasauto,rRENazaINDE=AR,l10n_co_chart_template_generic,sale,AR REN - Retención en colocación independiente de juegos de suerte y azar ,975,1,,group,"tax_rrenta_AZAR_34pasauto_ASU,tax_rrenta_AZAR_34pasauto_CP"
tax_rrenta_SALAR_383_35,rRENsalE383>,l10n_co_chart_template_generic,purchase,R REN C (ET383) PM efectuados a la categoría de empleados,641,0,,percent,
tax_rrenta_SALAR_383_36,rRENsalR383>,l10n_co_chart_template_generic,purchase,"R REN C (ET383) Pagos gravables, originados en la relación laboral o legal y reglamentaria.",642,0,,percent,
tax_rrenta_SALAR_383_37,rRENsalI383>,l10n_co_chart_template_generic,purchase,"R REN C (ET383) Indemnizaciones derivadas de una relación laboral, legal o reglamentaria superiores a 20.000 UVT ",643,-2,,percent,
tax_rrenta_SALAR_384_35,rRENsalE384>,l10n_co_chart_template_generic,purchase,R REN C (ET384) PM efectuados a la categoría de empleados,644,0,,percent,
tax_rrenta_SALAR_384_36,rRENsalR384>,l10n_co_chart_template_generic,purchase,"R REN C (ET384) Pagos gravables, originados en la relación laboral o legal y reglamentaria.",645,0,,percent,
tax_rrenta_SALAR_384_37,rRENsalI384>,l10n_co_chart_template_generic,purchase,"R REN C (ET384) Indemnizaciones derivadas de una relación laboral, legal o reglamentaria superiores a 20.000 UVT ",646,-2,,percent,
tax_rrenta_SERVI_38act,rRENserVIGI>,l10n_co_chart_template_generic,purchase,R REN C Servicios de aseo y vigilancia (la base será el 100% del A.I.U. siempre que sea mayor o igual a 4 UVT),647,-2,,percent,
tax_rrenta_SERVI_38pas,rRENserVIGI=,l10n_co_chart_template_generic,sale,R REN V Servicios de aseo y vigilancia (la base será el 100% del A.I.U. siempre que sea mayor o igual a 4 UVT),720,-2,,percent,
tax_rrenta_SERVI_38actext,rRENserVIGI>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Servicios de aseo y vigilancia (la base será el 100% del A.I.U. siempre que sea mayor o igual a 4 UVT),648,-2,,percent,
tax_rrenta_SERVI_38actpf,rRENserVIGI>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Servicios de aseo y vigilancia (la base será el 100% del A.I.U. siempre que sea mayor o igual a 4 UVT),649,-33,,percent,
tax_rrenta_SERVI_38pasauto_ASU,rRENserVIGI=AR\,l10n_co_chart_template_generic,none,AR REN - Servicios de aseo y vigilancia (la base será el 100% del A.I.U. siempre que sea mayor o igual a 4 UVT) ASIMUDO,979,0.02,,percent,
tax_rrenta_SERVI_38pasauto_CP,rRENserVIGI=AR/,l10n_co_chart_template_generic,none,AR REN - Servicios de aseo y vigilancia (la base será el 100% del A.I.U. siempre que sea mayor o igual a 4 UVT) CONTRAPARTIDA,980,-2,,percent,
tax_rrenta_SERVI_38pasauto,rRENserVIGI=AR,l10n_co_chart_template_generic,sale,AR REN - Servicios de aseo y vigilancia (la base será el 100% del A.I.U. siempre que sea mayor o igual a 4 UVT),978,1,,group,"tax_rrenta_SERVI_38pasauto_ASU,tax_rrenta_SERVI_38pasauto_CP"
tax_rrenta_SERVI_39act,rRENserRESTd>,l10n_co_chart_template_generic,purchase,"R REN C Servicios de hoteles, restaurantes y hospedajes; declarante",650,-2.5,,percent,
tax_rrenta_SERVI_39pas,rRENserRESTd=,l10n_co_chart_template_generic,sale,"R REN V Servicios de hoteles, restaurantes y hospedajes; declarante",727,-2.5,,percent,
tax_rrenta_SERVI_39actext,rRENserRESTd>EX,l10n_co_chart_template_generic,purchase,"R REN EXTERIOR Servicios de hoteles, restaurantes y hospedajes; declarante",651,-2.5,,percent,
tax_rrenta_SERVI_39actpf,rRENserRESTd>PF,l10n_co_chart_template_generic,purchase,"R REN PARAISO Servicios de hoteles, restaurantes y hospedajes; declarante",652,-33,,percent,
tax_rrenta_SERVI_39pasauto_ASU,rRENserRESTd=AR\,l10n_co_chart_template_generic,none,"AR REN - Servicios de hoteles, restaurantes y hospedajes; declarante ASIMUDO",982,2.5,,percent,
tax_rrenta_SERVI_39pasauto_CP,rRENserRESTd=AR/,l10n_co_chart_template_generic,none,"AR REN - Servicios de hoteles, restaurantes y hospedajes; declarante CONTRAPARTIDA",983,-2.5,,percent,
tax_rrenta_SERVI_39pasauto,rRENserRESTd=AR,l10n_co_chart_template_generic,sale,"AR REN - Servicios de hoteles, restaurantes y hospedajes; declarante",981,1,,group,"tax_rrenta_SERVI_39pasauto_ASU,tax_rrenta_SERVI_39pasauto_CP"
tax_rrenta_SERVI_40act,rRENserTCARG>,l10n_co_chart_template_generic,purchase,R REN C Servicios de transporte nacional de carga,653,-1,,percent,
tax_rrenta_SERVI_40pas,rRENserTCARG=,l10n_co_chart_template_generic,sale,R REN V Servicios de transporte nacional de carga,529,-1,,percent,
tax_rrenta_SERVI_40actext,rRENserTCARG>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Servicios de transporte nacional de carga,654,-1,,percent,
tax_rrenta_SERVI_40actpf,rRENserTCARG>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Servicios de transporte nacional de carga,655,-33,,percent,
tax_rrenta_SERVI_40pasauto_ASU,rRENserTCARG=AR\,l10n_co_chart_template_generic,none,AR REN - Servicios de transporte nacional de carga ASIMUDO,985,1,,percent,
tax_rrenta_SERVI_40pasauto_CP,rRENserTCARG=AR/,l10n_co_chart_template_generic,none,AR REN - Servicios de transporte nacional de carga CONTRAPARTIDA,986,-1,,percent,
tax_rrenta_SERVI_40pasauto,rRENserTCARG=AR,l10n_co_chart_template_generic,sale,AR REN - Servicios de transporte nacional de carga,984,1,,percent,,group,"tax_rrenta_SERVI_40pasauto_ASU,tax_rrenta_SERVI_40pasauto_CP"
tax_rrenta_SERVI_41act,rRENserTPERSd>,l10n_co_chart_template_generic,purchase,R REN C Servicios de transporte terrestre nacional de pasajeros; declarante,656,-2.5,,percent,
tax_rrenta_SERVI_41pas,rRENserTPERSd=,l10n_co_chart_template_generic,sale,R REN V Servicios de transporte terrestre nacional de pasajeros; declarante,530,-2.5,,percent,
tax_rrenta_SERVI_41actext,rRENserTPERSd>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Servicios de transporte terrestre nacional de pasajeros; declarante,657,-2.5,,percent,
tax_rrenta_SERVI_41actpf,rRENserTPERSd>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Servicios de transporte terrestre nacional de pasajeros; declarante,658,-33,,percent,
tax_rrenta_SERVI_41pasauto_ASU,rRENserTPERSd=AR\,l10n_co_chart_template_generic,none,AR REN - Servicios de transporte terrestre nacional de pasajeros; declarante ASIMUDO,988,2.5,,percent,
tax_rrenta_SERVI_41pasauto_CP,rRENserTPERSd=AR/,l10n_co_chart_template_generic,none,AR REN - Servicios de transporte terrestre nacional de pasajeros; declarante CONTRAPARTIDA,989,-2.5,,percent,
tax_rrenta_SERVI_41pasauto,rRENserTPERSd=AR,l10n_co_chart_template_generic,sale,AR REN - Servicios de transporte terrestre nacional de pasajeros; declarante,987,1,,group,"tax_rrenta_SERVI_41pasauto_ASU,tax_rrenta_SERVI_41pasauto_CP"
tax_rrenta_SERVI_42act,rRENserGENEd>,l10n_co_chart_template_generic,purchase,R REN C Servicios en general; declarante,659,-0.04,,percent,
tax_rrenta_SERVI_42pas,rRENserGENEd=,l10n_co_chart_template_generic,sale,R REN V Servicios en general; declarante,531,-4,,percent,
tax_rrenta_SERVI_42actext,rRENserGENEd>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Servicios en general; declarante,660,-4,,percent,
tax_rrenta_SERVI_42actpf,rRENserGENEd>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Servicios en general; declarante,661,-33,,percent,
tax_rrenta_SERVI_42pasauto_ASU,rRENserGENEd=AR\,l10n_co_chart_template_generic,none,AR REN - Servicios en general; declarante ASIMUDO,991,4,,percent,
tax_rrenta_SERVI_42pasauto_CP,rRENserGENEd=AR/,l10n_co_chart_template_generic,none,AR REN - Servicios en general; declarante CONTRAPARTIDA,992,-4,,percent,
tax_rrenta_SERVI_42pasauto,rRENserGENEd=AR,l10n_co_chart_template_generic,sale,AR REN - Servicios en general; declarante,990,1,,group,"tax_rrenta_SERVI_42pasauto_ASU,tax_rrenta_SERVI_42pasauto_CP"
tax_rrenta_SERVI_43act,rRENserGENEn>,l10n_co_chart_template_generic,purchase,R REN C Servicios en general; persona natural; no declarante,662,-6,,percent,
tax_rrenta_SERVI_43pas,rRENserGENEn=,l10n_co_chart_template_generic,sale,R REN V Servicios en general; persona natural; no declarante,532,-6,,percent,
tax_rrenta_SERVI_43actext,rRENserGENEn>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Servicios en general; persona natural; no declarante,663,-6,,percent,
tax_rrenta_SERVI_43actpf,rRENserGENEn>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Servicios en general; persona natural; no declarante,664,-33,,percent,
tax_rrenta_SERVI_44act,rRENserTEMP>,l10n_co_chart_template_generic,purchase,R REN C Servicios temporales de empleo (la base será el 100% del A.I.U. siempre que sea mayor o igual a 4 UVT),665,-1,,percent,
tax_rrenta_SERVI_44pas,rRENserTEMP=,l10n_co_chart_template_generic,sale,R REN V Servicios temporales de empleo (la base será el 100% del A.I.U. siempre que sea mayor o igual a 4 UVT),533,-1,,percent,
tax_rrenta_SERVI_44actext,rRENserTEMP>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Servicios temporales de empleo (la base será el 100% del A.I.U. siempre que sea mayor o igual a 4 UVT),666,-1,,percent,
tax_rrenta_SERVI_44actpf,rRENserTEMP>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Servicios temporales de empleo (la base será el 100% del A.I.U. siempre que sea mayor o igual a 4 UVT),667,-33,,percent,
tax_rrenta_SERVI_44pasauto_ASU,rRENserTEMP=AR\,l10n_co_chart_template_generic,none,AR REN - Servicios temporales de empleo (la base será el 100% del A.I.U. siempre que sea mayor o igual a 4 UVT) ASIMUDO,994,0.01,,percent,
tax_rrenta_SERVI_44pasauto_CP,rRENserTEMP=AR/,l10n_co_chart_template_generic,none,AR REN - Servicios temporales de empleo (la base será el 100% del A.I.U. siempre que sea mayor o igual a 4 UVT) CONTRAPARTIDA,995,-1,,percent,
tax_rrenta_SERVI_44pasauto,rRENserTEMP=AR,l10n_co_chart_template_generic,sale,AR REN - Servicios temporales de empleo (la base será el 100% del A.I.U. siempre que sea mayor o igual a 4 UVT),993,1,,group,"tax_rrenta_SERVI_44pasauto_ASU,tax_rrenta_SERVI_44pasauto_CP"
tax_rrenta_SERVI_45act,rRENserSISM>,l10n_co_chart_template_generic,purchase,R REN C Servicios de sísmica para el sector de hidrocarburos; declarante,668,-6,,percent,
tax_rrenta_SERVI_45pas,rRENserSISM=,l10n_co_chart_template_generic,sale,R REN V Servicios de sísmica para el sector de hidrocarburos; declarante,534,-6,,percent,
tax_rrenta_SERVI_45actext,rRENserSISM>EX,l10n_co_chart_template_generic,purchase,R REN EXTERIOR Servicios de sísmica para el sector de hidrocarburos; declarante,669,-6,,percent,
tax_rrenta_SERVI_45actpf,rRENserSISM>PF,l10n_co_chart_template_generic,purchase,R REN PARAISO Servicios de sísmica para el sector de hidrocarburos; declarante,670,-33,,percent,
tax_rrenta_SERVI_45pasauto_ASU,rRENserSISM=AR\,l10n_co_chart_template_generic,none,AR REN - Servicios de sísmica para el sector de hidrocarburos; declarante ASIMUDO,997,6,,percent,
tax_rrenta_SERVI_45pasauto_CP,rRENserSISM=AR/,l10n_co_chart_template_generic,none,AR REN - Servicios de sísmica para el sector de hidrocarburos; declarante CONTRAPARTIDA,998,-6,,percent,
tax_rrenta_SERVI_45pasauto,rRENserSISM=AR,l10n_co_chart_template_generic,sale,AR REN - Servicios de sísmica para el sector de hidrocarburos; declarante,996,1,,percent,,group,"tax_rrenta_SERVI_45pasauto_ASU,tax_rrenta_SERVI_45pasauto_CP"
