id,parent_id:id,code,sign,name,info
lu_tax_code_template_t_FB-PA-0,lu_tax_code_template_m458,t_FB-PA-0,1,Taxe - Frais Biens 0% - Pays,
lu_tax_code_template_t_IB-PA-17,lu_tax_code_template_m458,t_IB-PA-17,1,Taxe - Investissement Biens 17% - Pays,
lu_tax_code_template_t_IB-PA-15,lu_tax_code_template_m458,t_IB-PA-15,1,Taxe - Investissement Biens 15% - Pays,
lu_tax_code_template_t_IB-PA-14,lu_tax_code_template_m458,t_IB-PA-14,1,Taxe -Investissement Biens 14% - Pays,
lu_tax_code_template_t_IB-PA-12,lu_tax_code_template_m458,t_IB-PA-12,1,Taxe -Investissement Biens 12% - Pays,
lu_tax_code_template_t_IB-PA-8,lu_tax_code_template_m458,t_IB-PA-8,1,Taxe - Investissement Biens 8% - Pays,
lu_tax_code_template_t_IB-PA-6,lu_tax_code_template_m458,t_IB-PA-6,1,Taxe - Investissement Biens 6% - Pays,
lu_tax_code_template_t_IB-PA-3,lu_tax_code_template_m458,t_IB-PA-3,1,Taxe - Investissement Biens 3% - Pays,
lu_tax_code_template_t_IB-PA-0,lu_tax_code_template_m458,t_IB-PA-0,1,Taxe - Investissement Biens 0% - Pays,
lu_tax_code_template_t_AP-PA-17,lu_tax_code_template_m458,t_AP-PA-17,1,Taxe - Achat Prestations 17% - Pays,
lu_tax_code_template_t_AP-PA-15,lu_tax_code_template_m458,t_AP-PA-15,1,Taxe - Achat Prestations 15% - Pays,
lu_tax_code_template_t_AP-PA-14,lu_tax_code_template_m458,t_AP-PA-14,1,Taxe - Achat Prestations 14% - Pays,
lu_tax_code_template_t_AP-PA-12,lu_tax_code_template_m458,t_AP-PA-12,1,Taxe - Achat Prestations 12% - Pays,
lu_tax_code_template_t_AP-PA-10,lu_tax_code_template_m458,t_AP-PA-10,1,Taxe - Achat Prestations 10% - Pays,
lu_tax_code_template_t_AP-PA-9,lu_tax_code_template_m458,t_AP-PA-9,1,Taxe - Achat Prestations 9% - Pays,
lu_tax_code_template_t_AP-PA-8,lu_tax_code_template_m458,t_AP-PA-8,1,Taxe - Achat Prestations 8% - Pays,
lu_tax_code_template_t_AP-PA-6,lu_tax_code_template_m458,t_AP-PA-6,1,Taxe - Achat Prestations 6% - Pays,
lu_tax_code_template_t_AP-PA-4,lu_tax_code_template_m458,t_AP-PA-4,1,Taxe - Achat Prestations 4% - Pays,
lu_tax_code_template_t_AP-PA-3,lu_tax_code_template_m458,t_AP-PA-3,1,Taxe - Achat Prestations 3% - Pays,
lu_tax_code_template_t_AP-PA-0,lu_tax_code_template_m458,t_AP-PA-0,1,Taxe - Achat Prestations 0% - Pays,
lu_tax_code_template_t_IP-PA-17,lu_tax_code_template_m458,t_IP-PA-17,1,Taxe - Investissement Prestations 17% - Pays,
lu_tax_code_template_t_IP-PA-15,lu_tax_code_template_m458,t_IP-PA-15,1,Taxe - Investissement Prestations 15% - Pays,
lu_tax_code_template_t_IP-PA-14,lu_tax_code_template_m458,t_IP-PA-14,1,Taxe - Investissement Prestations 14% - Pays,
lu_tax_code_template_t_IP-PA-12,lu_tax_code_template_m458,t_IP-PA-12,1,Taxe - Investissement Prestations 12% - Pays,
lu_tax_code_template_t_IP-PA-8,lu_tax_code_template_m458,t_IP-PA-8,1,Taxe - Investissement Prestations 8% - Pays,
lu_tax_code_template_t_IP-PA-6,lu_tax_code_template_m458,t_IP-PA-6,1,Taxe - Investissement Prestations 6% - Pays,
lu_tax_code_template_t_IP-PA-3,lu_tax_code_template_m458,t_IP-PA-3,1,Taxe - Investissement Prestations 3% - Pays,
lu_tax_code_template_t_IP-PA-0,lu_tax_code_template_m458,t_IP-PA-0,1,Taxe - Investissement Prestations 0% - Pays,
lu_tax_code_template_t_FP-PA-17,lu_tax_code_template_m458,t_FP-PA-17,1,Taxe - Frais Prestations 17% - Pays,
lu_tax_code_template_t_FP-PA-15,lu_tax_code_template_m458,t_FP-PA-15,1,Taxe - Frais Prestations 15% - Pays,
lu_tax_code_template_t_FP-PA-14,lu_tax_code_template_m458,t_FP-PA-14,1,Taxe - Frais Prestations 14% - Pays,
lu_tax_code_template_t_FP-PA-12,lu_tax_code_template_m458,t_FP-PA-12,1,Taxe - Frais Prestations 12% - Pays,
lu_tax_code_template_t_FP-PA-8,lu_tax_code_template_m458,t_FP-PA-8,1,Taxe - Frais Prestations 8% - Pays,
lu_tax_code_template_t_FP-PA-6,lu_tax_code_template_m458,t_FP-PA-6,1,Taxe - Frais Prestations 6% - Pays,
lu_tax_code_template_t_FP-PA-3,lu_tax_code_template_m458,t_FP-PA-3,1,Taxe - Frais Prestations 3% - Pays,
lu_tax_code_template_t_FP-PA-0,lu_tax_code_template_m458,t_FP-PA-0,1,Taxe - Frais Prestations 0% - Pays,
lu_tax_code_template_m097,lu_tax_code_template_m102,m097,-1,III.B. Total de la taxe en amont déductible,
lu_tax_code_template_m094,lu_tax_code_template_m097,m094,1,III.B.1. en rapport avec des opérations exonérées en vertu des art. 44 et 56quater,
lu_tax_code_template_m095,lu_tax_code_template_m097,m095,1,III.B.2. en application du prorata visé à l'article 50,
lu_tax_code_template_m459,lu_tax_code_template_m093,m459,1,III.A.2. Acquisitions intracommunautaires de biens (art.48/1/b),
lu_tax_code_template_m460,lu_tax_code_template_m093,m460,1,III.A.3. Importations de biens (taxe déclarée ou payée) (art.48/1/c),
lu_tax_code_template_m090,lu_tax_code_template_m093,m090,1,III.A.4. Affectations de biens (art.48/1/d),
lu_tax_code_template_m461,lu_tax_code_template_m093,m461,1,III.A.5. Taxe déclarée comme débiteur,
lu_tax_code_template_m092,lu_tax_code_template_m093,m092,1,III.A.6. Taxe acquitée comme caution solidaire,
lu_tax_code_template_m228,lu_tax_code_template_m093,m228,1,"III.A.7. Taxe régularisée – régime particulier suspensif (art.60bis/9, al. 2)",
lu_tax_code_template_na,lu_tax_code_template_mensuel,m_0,1,Codes non assignés,
lu_tax_code_template_t_VB-PA-Tab,lu_tax_code_template_na,t_VB-PA-Tab,1,t_VB-PA-Tab,
lu_tax_code_template_t_VB-IC-17,lu_tax_code_template_na,t_VB-IC-17,1,t_VB-IC-17,
lu_tax_code_template_t_VB-IC-15,lu_tax_code_template_na,t_VB-IC-15,1,t_VB-IC-15,
lu_tax_code_template_t_VB-IC-14,lu_tax_code_template_na,t_VB-IC-14,1,t_VB-IC-14,
lu_tax_code_template_t_VB-IC-12,lu_tax_code_template_na,t_VB-IC-12,1,t_VB-IC-12,
lu_tax_code_template_t_VB-IC-8,lu_tax_code_template_na,t_VB-IC-8,1,t_VB-IC-8,
lu_tax_code_template_t_VB-IC-6,lu_tax_code_template_na,t_VB-IC-6,1,t_VB-IC-6,
lu_tax_code_template_t_VB-IC-3,lu_tax_code_template_na,t_VB-IC-3,1,t_VB-IC-3,
lu_tax_code_template_t_VB-IC-0,lu_tax_code_template_na,t_VB-IC-0,1,t_VB-IC-0,
lu_tax_code_template_t_VB-IC-Tab,lu_tax_code_template_na,t_VB-IC-Tab,1,t_VB-IC-Tab,
lu_tax_code_template_t_VB-EC-17,lu_tax_code_template_na,t_VB-EC-17,1,t_VB-EC-17,
lu_tax_code_template_t_VB-EC-15,lu_tax_code_template_na,t_VB-EC-15,1,t_VB-EC-15,
lu_tax_code_template_t_VB-EC-14,lu_tax_code_template_na,t_VB-EC-14,1,t_VB-EC-14,
lu_tax_code_template_t_VB-EC-12,lu_tax_code_template_na,t_VB-EC-12,1,t_VB-EC-12,
lu_tax_code_template_t_VB-EC-8,lu_tax_code_template_na,t_VB-EC-8,1,t_VB-EC-8,
lu_tax_code_template_t_VB-EC-6,lu_tax_code_template_na,t_VB-EC-6,1,t_VB-EC-6,
lu_tax_code_template_t_VB-EC-3,lu_tax_code_template_na,t_VB-EC-3,1,t_VB-EC-3,
lu_tax_code_template_t_VB-EC-0,lu_tax_code_template_na,t_VB-EC-0,1,t_VB-EC-0,
lu_tax_code_template_t_VB-EC-Tab,lu_tax_code_template_na,t_VB-EC-Tab,1,t_VB-EC-Tab,
lu_tax_code_template_t_VB-TR-17,lu_tax_code_template_na,t_VB-TR-17,1,t_VB-TR-17,
lu_tax_code_template_t_VB-TR-15,lu_tax_code_template_na,t_VB-TR-15,1,t_VB-TR-15,
lu_tax_code_template_t_VB-TR-14,lu_tax_code_template_na,t_VB-TR-14,1,t_VB-TR-14,
lu_tax_code_template_t_VB-TR-12,lu_tax_code_template_na,t_VB-TR-12,1,t_VB-TR-12,
lu_tax_code_template_t_VB-TR-8,lu_tax_code_template_na,t_VB-TR-8,1,t_VB-TR-8,
lu_tax_code_template_t_VB-TR-6,lu_tax_code_template_na,t_VB-TR-6,1,t_VB-TR-6,
lu_tax_code_template_t_VB-TR-3,lu_tax_code_template_na,t_VB-TR-3,1,t_VB-TR-3,
lu_tax_code_template_t_VP-IC-17,lu_tax_code_template_na,t_VP-IC-17,1,t_VP-IC-17,
lu_tax_code_template_t_VP-IC-15,lu_tax_code_template_na,t_VP-IC-15,1,t_VP-IC-15,
lu_tax_code_template_t_VP-IC-14,lu_tax_code_template_na,t_VP-IC-14,1,t_VP-IC-14,
lu_tax_code_template_t_VP-IC-12,lu_tax_code_template_na,t_VP-IC-12,1,t_VP-IC-12,
lu_tax_code_template_t_VP-IC-8,lu_tax_code_template_na,t_VP-IC-8,1,t_VP-IC-8,
lu_tax_code_template_t_VP-IC-6,lu_tax_code_template_na,t_VP-IC-6,1,t_VP-IC-6,
lu_tax_code_template_t_VP-IC-3,lu_tax_code_template_na,t_VP-IC-3,1,t_VP-IC-3,
lu_tax_code_template_t_VP-EC-17,lu_tax_code_template_na,t_VP-EC-17,1,t_VP-EC-17,
lu_tax_code_template_t_VP-EC-15,lu_tax_code_template_na,t_VP-EC-15,1,t_VP-EC-15,
lu_tax_code_template_t_VP-EC-14,lu_tax_code_template_na,t_VP-EC-14,1,t_VP-EC-14,
lu_tax_code_template_t_VP-EC-12,lu_tax_code_template_na,t_VP-EC-12,1,t_VP-EC-12,
lu_tax_code_template_t_VP-EC-8,lu_tax_code_template_na,t_VP-EC-8,1,t_VP-EC-8,
lu_tax_code_template_t_VP-EC-6,lu_tax_code_template_na,t_VP-EC-6,1,t_VP-EC-6,
lu_tax_code_template_t_VP-EC-3,lu_tax_code_template_na,t_VP-EC-3,1,t_VP-EC-3,
lu_tax_code_template_t_VP-EC-0,lu_tax_code_template_na,t_VP-EC-0,1,t_VP-EC-0,
lu_tax_code_template_b_VP-TR-17,lu_tax_code_template_na,b_VP-TR-17,1,b_VP-TR-17,
lu_tax_code_template_b_VP-TR-15,lu_tax_code_template_na,b_VP-TR-15,1,b_VP-TR-15,
lu_tax_code_template_t_VP-TR-17,lu_tax_code_template_na,t_VP-TR-17,1,t_VP-TR-17,
lu_tax_code_template_t_VP-TR-15,lu_tax_code_template_na,t_VP-TR-15,1,t_VP-TR-15,
lu_tax_code_template_b_VP-TR-14,lu_tax_code_template_na,b_VP-TR-14,1,b_VP-TR-14,
lu_tax_code_template_b_VP-TR-12,lu_tax_code_template_na,b_VP-TR-12,1,b_VP-TR-12,
lu_tax_code_template_t_VP-TR-14,lu_tax_code_template_na,t_VP-TR-14,1,t_VP-TR-14,
lu_tax_code_template_t_VP-TR-12,lu_tax_code_template_na,t_VP-TR-12,1,t_VP-TR-12,
lu_tax_code_template_b_VP-TR-8,lu_tax_code_template_na,b_VP-TR-8,1,b_VP-TR-8,
lu_tax_code_template_b_VP-TR-6,lu_tax_code_template_na,b_VP-TR-6,1,b_VP-TR-6,
lu_tax_code_template_t_VP-TR-8,lu_tax_code_template_na,t_VP-TR-8,1,t_VP-TR-8,
lu_tax_code_template_t_VP-TR-6,lu_tax_code_template_na,t_VP-TR-6,1,t_VP-TR-6,
lu_tax_code_template_b_VP-TR-3,lu_tax_code_template_na,b_VP-TR-3,1,b_VP-TR-3,
lu_tax_code_template_t_VP-TR-3,lu_tax_code_template_na,t_VP-TR-3,1,t_VP-TR-3,
lu_tax_code_template_b_FB-PA-17,lu_tax_code_template_na,b_FB-PA-17,1,b_FB-PA-17,
lu_tax_code_template_b_FB-PA-15,lu_tax_code_template_na,b_FB-PA-15,1,b_FB-PA-15,
lu_tax_code_template_b_FB-PA-14,lu_tax_code_template_na,b_FB-PA-14,1,b_FB-PA-14,
lu_tax_code_template_b_FB-PA-12,lu_tax_code_template_na,b_FB-PA-12,1,b_FB-PA-12,
lu_tax_code_template_b_FB-PA-8,lu_tax_code_template_na,b_FB-PA-8,1,b_FB-PA-8,
lu_tax_code_template_b_FB-PA-6,lu_tax_code_template_na,b_FB-PA-6,1,b_FB-PA-6,
lu_tax_code_template_b_FB-PA-3,lu_tax_code_template_na,b_FB-PA-3,1,b_FB-PA-3,
lu_tax_code_template_b_FB-PA-0,lu_tax_code_template_na,b_FB-PA-0,1,b_FB-PA-0,
lu_tax_code_template_b_FP-PA-17,lu_tax_code_template_na,b_FP-PA-17,1,b_FP-PA-17,
lu_tax_code_template_b_FP-PA-15,lu_tax_code_template_na,b_FP-PA-15,1,b_FP-PA-15,
lu_tax_code_template_b_FP-PA-14,lu_tax_code_template_na,b_FP-PA-14,1,b_FP-PA-14,
lu_tax_code_template_b_FP-PA-12,lu_tax_code_template_na,b_FP-PA-12,1,b_FP-PA-12,
lu_tax_code_template_b_FP-PA-8,lu_tax_code_template_na,b_FP-PA-8,1,b_FP-PA-8,
lu_tax_code_template_b_FP-PA-6,lu_tax_code_template_na,b_FP-PA-6,1,b_FP-PA-6,
lu_tax_code_template_b_FP-PA-3,lu_tax_code_template_na,b_FP-PA-3,1,b_FP-PA-3,
lu_tax_code_template_b_FP-PA-0,lu_tax_code_template_na,b_FP-PA-0,1,b_FP-PA-0,
lu_tax_code_template_b_IB-PA-17,lu_tax_code_template_na,b_IB-PA-17,1,b_IB-PA-17,
lu_tax_code_template_b_IB-PA-15,lu_tax_code_template_na,b_IB-PA-15,1,b_IB-PA-15,
lu_tax_code_template_b_IB-PA-14,lu_tax_code_template_na,b_IB-PA-14,1,b_IB-PA-14,
lu_tax_code_template_b_IB-PA-12,lu_tax_code_template_na,b_IB-PA-12,1,b_IB-PA-12,
lu_tax_code_template_b_IB-PA-8,lu_tax_code_template_na,b_IB-PA-8,1,b_IB-PA-8,
lu_tax_code_template_b_IB-PA-6,lu_tax_code_template_na,b_IB-PA-6,1,b_IB-PA-6,
lu_tax_code_template_b_IB-PA-3,lu_tax_code_template_na,b_IB-PA-3,1,b_IB-PA-3,
lu_tax_code_template_b_IB-PA-0,lu_tax_code_template_na,b_IB-PA-0,1,b_IB-PA-0,
lu_tax_code_template_b_IP-PA-17,lu_tax_code_template_na,b_IP-PA-17,1,b_IP-PA-17,
lu_tax_code_template_b_IP-PA-15,lu_tax_code_template_na,b_IP-PA-15,1,b_IP-PA-15,
lu_tax_code_template_b_IP-PA-14,lu_tax_code_template_na,b_IP-PA-14,1,b_IP-PA-14,
lu_tax_code_template_b_IP-PA-12,lu_tax_code_template_na,b_IP-PA-12,1,b_IP-PA-12,
lu_tax_code_template_b_IP-PA-8,lu_tax_code_template_na,b_IP-PA-8,1,b_IP-PA-8,
lu_tax_code_template_b_IP-PA-6,lu_tax_code_template_na,b_IP-PA-6,1,b_IP-PA-6,
lu_tax_code_template_b_IP-PA-3,lu_tax_code_template_na,b_IP-PA-3,1,b_IP-PA-3,
lu_tax_code_template_b_IP-PA-0,lu_tax_code_template_na,b_IP-PA-0,1,b_IP-PA-0,
lu_tax_code_template_b_AB-PA-17,lu_tax_code_template_na,b_AB-PA-17,1,b_AB-PA-17,
lu_tax_code_template_b_AB-PA-15,lu_tax_code_template_na,b_AB-PA-15,1,b_AB-PA-15,
lu_tax_code_template_b_AB-PA-14,lu_tax_code_template_na,b_AB-PA-14,1,b_AB-PA-14,
lu_tax_code_template_b_AB-PA-12,lu_tax_code_template_na,b_AB-PA-12,1,b_AB-PA-12,
lu_tax_code_template_b_AB-PA-10,lu_tax_code_template_na,b_AB-PA-10,1,b_AB-PA-10,
lu_tax_code_template_b_AB-PA-9,lu_tax_code_template_na,b_AB-PA-9,1,b_AB-PA-9,
lu_tax_code_template_b_AB-PA-8,lu_tax_code_template_na,b_AB-PA-8,1,b_AB-PA-8,
lu_tax_code_template_b_AB-PA-6,lu_tax_code_template_na,b_AB-PA-6,1,b_AB-PA-6,
lu_tax_code_template_b_AB-PA-4,lu_tax_code_template_na,b_AB-PA-4,1,b_AB-PA-4,
lu_tax_code_template_b_AB-PA-3,lu_tax_code_template_na,b_AB-PA-3,1,b_AB-PA-3,
lu_tax_code_template_b_AB-PA-0,lu_tax_code_template_na,b_AB-PA-0,1,b_AB-PA-0,
lu_tax_code_template_b_AB-PA-Tab,lu_tax_code_template_na,b_AB-PA-Tab,1,b_AB-PA-Tab,
lu_tax_code_template_t_AB-PA-Tab,lu_tax_code_template_na,t_AB-PA-Tab,1,t_AB-PA-Tab,
lu_tax_code_template_b_AB-IC-9,lu_tax_code_template_na,b_AB-IC-9,1,b_AB-IC-9,
lu_tax_code_template_t_AB-IC-9,lu_tax_code_template_na,t_AB-IC-9,1,t_AB-IC-9,
lu_tax_code_template_b_AP-PA-17,lu_tax_code_template_na,b_AP-PA-17,1,b_AP-PA-17,
lu_tax_code_template_b_AP-PA-15,lu_tax_code_template_na,b_AP-PA-15,1,b_AP-PA-15,
lu_tax_code_template_b_AP-PA-14,lu_tax_code_template_na,b_AP-PA-14,1,b_AP-PA-14,
lu_tax_code_template_b_AP-PA-12,lu_tax_code_template_na,b_AP-PA-12,1,b_AP-PA-12,
lu_tax_code_template_b_AP-PA-10,lu_tax_code_template_na,b_AP-PA-10,1,b_AP-PA-10,
lu_tax_code_template_b_AP-PA-9,lu_tax_code_template_na,b_AP-PA-9,1,b_AP-PA-9,
lu_tax_code_template_b_AP-PA-8,lu_tax_code_template_na,b_AP-PA-8,1,b_AP-PA-8,
lu_tax_code_template_b_AP-PA-6,lu_tax_code_template_na,b_AP-PA-6,1,b_AP-PA-6,
lu_tax_code_template_b_AP-PA-4,lu_tax_code_template_na,b_AP-PA-4,1,b_AP-PA-4,
lu_tax_code_template_b_AP-PA-3,lu_tax_code_template_na,b_AP-PA-3,1,b_AP-PA-3,
lu_tax_code_template_b_AP-PA-0,lu_tax_code_template_na,b_AP-PA-0,1,b_AP-PA-0,
lu_tax_code_template_b_AP-TR-17,lu_tax_code_template_na,b_AP-TR-17,1,b_AP-TR-17,
lu_tax_code_template_b_AP-TR-15,lu_tax_code_template_na,b_AP-TR-15,1,b_AP-TR-15,
lu_tax_code_template_t_AP-TR-17,lu_tax_code_template_na,t_AP-TR-17,1,t_AP-TR-17,
lu_tax_code_template_t_AP-TR-15,lu_tax_code_template_na,t_AP-TR-15,1,t_AP-TR-15,
lu_tax_code_template_b_AP-TR-14,lu_tax_code_template_na,b_AP-TR-14,1,b_AP-TR-14,
lu_tax_code_template_b_AP-TR-12,lu_tax_code_template_na,b_AP-TR-12,1,b_AP-TR-12,
lu_tax_code_template_t_AP-TR-14,lu_tax_code_template_na,t_AP-TR-14,1,t_AP-TR-14,
lu_tax_code_template_t_AP-TR-12,lu_tax_code_template_na,t_AP-TR-12,1,t_AP-TR-12,
lu_tax_code_template_b_AP-TR-8,lu_tax_code_template_na,b_AP-TR-8,1,b_AP-TR-8,
lu_tax_code_template_b_AP-TR-6,lu_tax_code_template_na,b_AP-TR-6,1,b_AP-TR-6,
lu_tax_code_template_t_AP-TR-8,lu_tax_code_template_na,t_AP-TR-8,1,t_AP-TR-8,
lu_tax_code_template_t_AP-TR-6,lu_tax_code_template_na,t_AP-TR-6,1,t_AP-TR-6,
lu_tax_code_template_b_AP-TR-3,lu_tax_code_template_na,b_AP-TR-3,1,b_AP-TR-3,
lu_tax_code_template_t_AP-TR-3,lu_tax_code_template_na,t_AP-TR-3,1,t_AP-TR-3,
lu_tax_code_template_t_FB-IC-0,lu_tax_code_template_na,t_FB-IC-0,1,t_FB-IC-0,
lu_tax_code_template_t_FB-EC-0,lu_tax_code_template_na,t_FB-EC-0,1,t_FB-EC-0,
lu_tax_code_template_t_FP-IC-0,lu_tax_code_template_na,t_FP-IC-0,1,t_FP-IC-0,
lu_tax_code_template_t_FP-EC-0,lu_tax_code_template_na,t_FP-EC-0,1,t_FP-EC-0,
lu_tax_code_template_t_IB-IC-0,lu_tax_code_template_na,t_IB-IC-0,1,t_IB-IC-0,
lu_tax_code_template_t_IB-EC-0,lu_tax_code_template_na,t_IB-EC-0,1,t_IB-EC-0,
lu_tax_code_template_t_IP-IC-0,lu_tax_code_template_na,t_IP-IC-0,1,t_IP-IC-0,
lu_tax_code_template_t_IP-EC-0,lu_tax_code_template_na,t_IP-EC-0,1,t_IP-EC-0,
lu_tax_code_template_t_AB-IC-0,lu_tax_code_template_na,t_AB-IC-0,1,t_AB-IC-0,
lu_tax_code_template_t_AB-EC-0,lu_tax_code_template_na,t_AB-EC-0,1,t_AB-EC-0,
lu_tax_code_template_t_AP-IC-0,lu_tax_code_template_na,t_AP-IC-0,1,t_AP-IC-0,
lu_tax_code_template_t_AP-EC-0,lu_tax_code_template_na,t_AP-EC-0,1,t_AP-EC-0,
lu_tax_code_template_t_V-ART-43,lu_tax_code_template_na,t_V-ART-43,1,t_V-ART-43,
lu_tax_code_template_t_V-ART-44_56q,lu_tax_code_template_na,t_V-ART-44_56q,1,t_V-ART-44_56q,
lu_tax_code_template_t_VP-IC-EX,lu_tax_code_template_na,t_VP-IC-EX,1,t_VP-IC-EX,
lu_tax_code_template_t_VP-OPER,lu_tax_code_template_na,t_VP-OPER,1,t_VP-OPER,
